fid,carrierid,carrier,airport,dest,yyear,quarter,month,dayofweek,hour,crsdeptime,depdelay,depdel15,wid,fog,hail,hum,precipm,pressurem,lowpressure,rain,snow,heavysnow,tempm,thunder,vism,lowvisibility,wspdm,highwindspeed
7481,19977,UA,SFO,RNO,2006,1,2,1,22,22:30:00,57,1,44093388,0,0,41,,1024,0,0,0,0,12.2,0,16.1,0,0,0
7482,19977,UA,SFO,DEN,2006,1,2,1,12,12:55:00,10,0,44095123,0,0,86,,1022.9,0,0,0,0,8.9,0,16.1,0,0,0
7483,19977,UA,SFO,ORD,2006,1,2,7,11,11:50:00,1,0,44097012,0,0,93,,1027.7,0,0,0,0,11.7,0,8.0,0,0,0
7484,19977,UA,SFO,ORD,2006,1,2,6,10,10:45:00,1,0,44097667,0,0,75,,1024,0,0,0,0,13.3,0,14.5,0,18.5,0
7485,19977,UA,SFO,ORD,2006,1,2,6,10,10:50:00,15,1,44097674,0,0,89,,1026.4,0,0,0,0,11.1,0,9.7,0,16.7,0
7486,19977,UA,SFO,ORD,2006,1,2,1,10,10:30:00,9,0,44098482,0,0,82,,1024.5,0,0,0,0,5,0,16.1,0,5.6,0
7487,19977,UA,SFO,SAN,2006,1,2,1,15,15:21:00,14,0,44098769,0,0,87,,1025.3,0,0,0,0,6,0,11.3,0,5.6,0
7488,19977,UA,SFO,SAN,2006,1,2,2,15,15:21:00,18,1,44098770,0,0,79,,1023.7,0,0,0,0,5.6,0,16.1,0,9.3,0
7489,19977,UA,SFO,PHX,2006,1,2,2,18,18:39:00,65,1,44105138,0,0,69,,1024.3,0,0,0,0,9.4,0,16.1,0,11.1,0
7490,20355,US,SFO,CLT,2006,1,2,7,12,12:30:00,4,0,44113089,0,0,93,,1027.4,0,0,0,0,8.3,0,16.1,0,5.6,0
7491,20355,US,SFO,CLT,2006,1,2,7,23,23:00:00,3,0,44116225,0,0,62,,1023.6,0,0,0,0,16.7,0,16.1,0,0,0
7492,20436,F9,SFO,DEN,2006,1,2,6,10,10:45:00,41,1,44145558,0,0,75,,1024,0,0,0,0,13.3,0,14.5,0,18.5,0
7493,20436,F9,SFO,DEN,2006,1,2,7,10,10:45:00,3,0,44147441,0,0,97,,1028.3,0,0,0,0,11.1,0,6.4,0,0,0
7494,20436,F9,SFO,DEN,2006,1,2,1,14,14:45:00,5,0,44147604,0,0,77,,1022.7,0,0,0,0,10,0,16.1,0,0,0
7495,20398,MQ,SFO,SNA,2006,1,2,2,18,18:24:00,3,0,44175884,0,0,69,,1024.3,0,0,0,0,9.4,0,16.1,0,11.1,0
7496,19386,NW,SFO,DTW,2006,1,2,1,12,12:40:00,61,1,44229337,0,0,75,,1005.2,1,0,0,0,17.2,0,16.1,0,35.2,
7497,19805,AA,SFO,ORD,2006,1,3,2,23,23:40:00,6,0,44290413,0,0,76,,1023.4,0,0,0,0,7.8,0,16.1,0,11.1,0
7498,19805,AA,SFO,ORD,2006,1,3,5,23,23:40:00,8,0,44290416,0,0,76,0,1004.4,1,0,0,0,7.8,0,16.1,0,9.3,0
7499,19805,AA,SFO,LAX,2006,1,3,2,18,18:30:00,4,0,44298667,0,0,59,,1006.4,1,0,0,0,13.9,0,16.1,0,27.8,
7500,19930,AS,SFO,PDX,2006,1,3,4,20,20:50:00,78,1,44313568,0,0,73,0,1008.7,1,0,0,0,7.8,0,16.1,0,22.2,
7501,19930,AS,SFO,PDX,2006,1,3,3,18,18:00:00,94,1,44318868,0,0,74,,1023.7,0,0,0,0,11.7,0,16.1,0,11.1,0
7502,19930,AS,SFO,SEA,2006,1,3,4,13,13:55:00,3,0,44319383,0,0,83,,1023.2,0,0,0,0,8.9,0,16.1,0,0,0
7503,19704,CO,SFO,EWR,2006,1,3,5,11,11:05:00,25,1,44348972,0,0,59,,1006.2,1,0,0,0,9.4,0,16.1,0,27.8,
7504,19790,DL,SFO,JFK,2006,1,3,3,11,11:40:00,1,0,44374471,0,0,82,,1023.4,0,0,0,0,6.7,0,16.1,0,5.6,0
7505,19790,DL,SFO,SLC,2006,1,3,1,13,13:00:00,26,1,44391561,0,0,81,0.5,1009,1,1,0,0,8,0,9.7,0,16.7,0
7506,20304,OO,SFO,BFL,2006,1,3,3,15,15:40:00,9,0,44428378,0,0,80,,1024.3,0,0,0,0,8.3,0,16.1,0,0,0
7507,20304,OO,SFO,PSP,2006,1,3,3,18,18:05:00,38,1,44428671,0,0,58,,1024.3,0,0,0,0,12,0,16.1,0,20.4,
7508,20304,OO,SFO,CIC,2006,1,3,4,21,21:15:00,40,1,44429927,0,0,76,,1008.2,1,0,0,0,7.2,0,16.1,0,29.6,
7509,20304,OO,SFO,FAT,2006,1,3,4,22,22:20:00,28,1,44429973,0,0,76,,1008.1,1,0,0,0,6.7,0,16.1,0,25.9,
7510,20304,OO,SFO,CIC,2006,1,3,5,21,21:15:00,91,1,44431456,0,0,82,0,1004,1,1,0,0,5,0,16.1,0,7.4,0
7511,20304,OO,SFO,ACV,2006,1,3,5,20,20:00:00,71,1,44431474,0,0,56,,1005.8,1,0,0,0,9.4,0,16.1,0,27.8,
7512,20304,OO,SFO,SBA,2006,1,3,5,18,18:12:00,29,1,44431492,0,0,61,,1006.5,1,0,0,0,9.4,0,16.1,0,25.9,
7513,20304,OO,SFO,EUG,2006,1,3,5,22,22:10:00,82,1,44431668,0,0,70,0.5,1003.9,1,1,0,0,6,0,16.1,0,9.3,0
7514,20304,OO,SFO,MFR,2006,1,3,5,22,22:15:00,26,1,44431675,0,0,70,0.5,1003.9,1,1,0,0,6,0,16.1,0,9.3,0
7515,20304,OO,SFO,RNO,2006,1,3,5,13,13:34:00,59,1,44431683,0,0,63,0,1005.2,1,0,0,0,7.8,0,16.1,0,16.7,0
7516,20304,OO,SFO,SLC,2006,1,3,5,16,16:43:00,56,1,44431702,0,0,76,0,1004,1,0,0,0,7.8,0,16.1,0,13,0
7517,20304,OO,SFO,MRY,2006,1,3,6,13,13:55:00,53,1,44432912,0,0,93,0.3,1003.9,1,1,0,0,3.9,0,16.1,0,7.4,0
7518,20304,OO,SFO,MRY,2006,1,3,6,15,15:49:00,59,1,44432935,0,0,54,,1008,1,0,0,0,10,0,16.1,0,27.8,
7519,20304,OO,SFO,EUG,2006,1,3,6,12,12:24:00,21,1,44433087,0,0,61,,1007.5,1,0,0,0,8.3,0,16.1,0,0,0
7520,20304,OO,SFO,FAT,2006,1,3,1,11,11:26:00,16,1,44435854,0,0,50,,1024.2,0,0,0,0,11.7,0,16.1,0,16.7,0
7521,20304,OO,SFO,ACV,2006,1,3,1,12,12:44:00,13,0,44435859,0,0,47,,1023.4,0,0,0,0,12.2,0,16.1,0,16.7,0
7522,20304,OO,SFO,SMF,2006,1,3,1,15,15:25:00,3,0,44435861,0,0,82,,1024.8,0,0,0,0,6.7,0,16.1,0,5.6,0
7523,20304,OO,SFO,EUG,2006,1,3,1,14,14:53:00,21,1,44436086,0,0,89,,1024.6,0,0,0,0,5,0,16.1,0,5.6,0
7524,20304,OO,SFO,RNO,2006,1,3,1,10,10:38:00,38,1,44436126,0,0,93,,1023.8,0,0,0,0,3.3,0,16.1,0,7.4,0
7525,20304,OO,SFO,SBP,2006,1,3,1,20,20:36:00,93,1,44446397,0,0,76,1.3,1009,1,1,0,0,8,0,4.8,0,13,0
7526,20304,OO,SFO,SBA,2006,1,3,3,21,21:25:00,13,0,44449284,0,0,80,,1024.5,0,0,0,0,10.6,0,16.1,0,16.7,0
7527,20304,OO,SFO,RDD,2006,1,3,3,11,11:41:00,18,1,44449358,0,0,74,,1025.4,0,0,0,0,12.8,0,16.1,0,5.6,0
7528,20304,OO,SFO,COS,2006,1,3,3,12,12:38:00,2,0,44449527,0,0,69,,1025.1,0,0,0,0,13.3,0,16.1,0,9.3,0
7529,20304,OO,SFO,EUG,2006,1,3,3,17,17:10:00,5,0,44449555,0,0,72,,1023.7,0,0,0,0,12.2,0,16.1,0,13,0
7530,20304,OO,SFO,BFL,2006,1,3,1,15,15:40:00,22,1,44456784,0,0,87,2,1007.3,1,1,0,0,9,0,8.0,0,37,
7531,20304,OO,SFO,SMF,2006,1,3,2,15,15:25:00,82,1,44458270,0,0,69,0,1006.3,1,0,0,0,12.2,0,16.1,0,25.9,
7532,20304,OO,SFO,ACV,2006,1,3,2,22,22:15:00,1,0,44458306,0,0,82,0,1007,1,1,0,0,10,0,8.0,0,22.2,
7533,20304,OO,SFO,PDX,2006,1,3,2,13,13:00:00,97,1,44458525,0,0,77,0.5,1006.2,1,0,0,0,10.6,0,16.1,0,22.2,
7534,20304,OO,SFO,RDD,2006,1,3,3,11,11:41:00,48,1,44459816,0,0,87,0.8,1008,1,1,0,0,9,0,6.4,0,14.8,0
7535,20312,TZ,SFO,MDW,2006,1,3,2,23,23:40:00,15,1,44503137,0,0,76,,1023.4,0,0,0,0,7.8,0,16.1,0,11.1,0
7536,19977,UA,SFO,JFK,2006,1,3,3,12,12:20:00,10,0,44503605,0,0,85,,1023.9,0,0,0,0,5.6,0,16.1,0,0,0
7537,19977,UA,SFO,JFK,2006,1,3,1,12,12:20:00,11,0,44503610,0,0,47,,1023.4,0,0,0,0,12.2,0,16.1,0,16.7,0
7538,19977,UA,SFO,JFK,2006,1,3,1,13,13:20:00,21,1,44503679,0,0,81,0.5,1009,1,1,0,0,8,0,9.7,0,16.7,0
7539,19977,UA,SFO,LAX,2006,1,3,5,13,13:40:00,17,1,44505127,0,0,63,0,1005.2,1,0,0,0,7.8,0,16.1,0,16.7,0
7540,19977,UA,SFO,HNL,2006,1,3,2,12,12:30:00,38,1,44505646,0,0,80,0.5,1006.5,1,1,0,0,10,0,12.9,0,11.1,0
7541,19977,UA,SFO,LAX,2006,1,3,3,12,12:10:00,7,0,44507095,0,0,86,0.5,1008.6,1,0,0,0,8.9,0,16.1,0,27.8,
7542,19977,UA,SFO,BOS,2006,1,3,5,11,11:35:00,79,1,44507903,0,0,59,,1006.2,1,0,0,0,9.4,0,16.1,0,27.8,
7543,19977,UA,SFO,BOS,2006,1,3,6,22,22:10:00,30,1,44508032,0,0,48,,1007.6,1,0,0,0,9.4,0,16.1,0,24.1,
7544,19977,UA,SFO,BOS,2006,1,3,3,22,22:10:00,6,0,44508043,0,0,64,,1024.3,0,0,0,0,13.9,0,16.1,0,11.1,0
7545,19977,UA,SFO,BOS,2006,1,3,1,22,22:10:00,4,0,44508048,0,0,74,1,1008.1,1,1,0,0,11.1,0,11.3,0,29.6,
7546,19977,UA,SFO,PHL,2006,1,3,6,22,22:45:00,35,1,44508206,0,0,48,,1007.6,1,0,0,0,9.4,0,16.1,0,24.1,
7547,19977,UA,SFO,IAD,2006,1,3,3,16,16:10:00,61,1,44509165,0,0,83,,1025.1,0,0,0,0,10,0,16.1,0,9.3,0
7548,19977,UA,SFO,DEN,2006,1,3,6,11,11:15:00,11,0,44510328,0,0,68,,1007.6,1,0,0,0,7.8,0,16.1,0,11.1,0
7549,19977,UA,SFO,BWI,2006,1,3,5,13,13:15:00,4,0,44511859,0,0,86,0.5,1008.1,1,1,0,0,7.2,0,8.0,0,11.1,0
7550,19977,UA,SFO,BWI,2006,1,3,5,13,13:15:00,44,1,44511866,0,0,63,0,1005.2,1,0,0,0,7.8,0,16.1,0,16.7,0
7551,19977,UA,SFO,SAN,2006,1,3,6,10,10:20:00,1,0,44520030,0,0,74,,1007.2,1,0,0,0,7.2,0,16.1,0,11.1,0
7552,19977,UA,SFO,SEA,2006,1,3,5,20,20:00:00,32,1,44520238,0,0,82,0.8,1003.6,1,1,0,0,5,0,14.5,0,18.5,0
7553,19977,UA,SFO,BUR,2006,1,3,2,20,20:20:00,43,1,44522415,0,0,68,,1022.7,0,0,0,0,10,0,16.1,0,18.5,0
7554,19977,UA,SFO,BUR,2006,1,3,4,20,20:20:00,40,1,44522417,0,0,73,0,1008.7,1,0,0,0,7.8,0,16.1,0,22.2,
7555,19977,UA,SFO,SAN,2006,1,3,3,12,12:30:00,55,1,44522489,0,0,69,,1025.1,0,0,0,0,13.3,0,16.1,0,9.3,0
7556,19977,UA,SFO,RNO,2006,1,3,2,22,22:30:00,22,1,44527211,0,0,82,0,1007,1,1,0,0,10,0,8.0,0,22.2,
7557,19977,UA,SFO,DEN,2006,1,3,3,12,12:55:00,51,1,44529136,0,0,86,0.5,1008.6,1,0,0,0,8.9,0,16.1,0,27.8,
7558,19977,UA,SFO,ATL,2006,1,3,6,10,10:45:00,7,0,44529688,0,0,86,0,1002.9,1,0,0,0,3.9,0,16.1,0,9.3,0
7559,19977,UA,SFO,IAD,2006,1,3,5,12,12:45:00,12,0,44530432,0,0,73,,1006.1,1,0,0,0,6.7,0,16.1,0,16.7,0
7560,19977,UA,SFO,IAD,2006,1,3,3,12,12:45:00,4,0,44530451,0,0,86,0.5,1008.6,1,0,0,0,8.9,0,16.1,0,27.8,
7561,19977,UA,SFO,ORD,2006,1,3,5,14,14:00:00,4,0,44530583,0,0,87,1.8,1008.4,1,1,0,0,7,0,16.1,0,18.5,0
7562,19977,UA,SFO,ORD,2006,1,3,1,14,14:00:00,55,1,44530593,0,0,89,,1024.6,0,0,0,0,5,0,16.1,0,5.6,0
7563,19977,UA,SFO,ORD,2006,1,3,5,11,11:50:00,64,1,44531225,0,0,59,,1006.2,1,0,0,0,9.4,0,16.1,0,27.8,
7564,19977,UA,SFO,ORD,2006,1,3,5,10,10:50:00,3,0,44531972,0,0,85,2.8,1007.8,1,1,0,0,6.7,0,11.3,0,5.6,0
7565,19977,UA,SFO,ORD,2006,1,3,3,10,10:50:00,5,0,44531977,0,0,58,,1024.3,0,0,0,0,12,0,16.1,0,20.4,
7566,19977,UA,SFO,ORD,2006,1,3,3,10,10:50:00,8,0,44531991,0,0,90,,1022.7,0,0,0,0,8.3,0,16.1,0,0,0
7567,19977,UA,SFO,SEA,2006,1,3,2,12,12:50:00,91,1,44533379,0,0,77,0,1007.7,1,1,0,0,11.1,0,16.1,0,11.1,0
7568,19977,UA,SFO,LAX,2006,1,3,1,10,10:21:00,12,0,44533624,0,0,87,2,1009,1,1,0,0,8,0,3.2,0,18.5,0
7569,19977,UA,SFO,SAN,2006,1,3,3,20,20:58:00,13,0,44535409,0,0,69,,1025.1,0,0,0,0,13.3,0,16.1,0,9.3,0
7570,19977,UA,SFO,BUR,2006,1,3,1,15,15:43:00,67,1,44535497,0,0,76,0.5,1009,1,1,0,0,10,0,11.3,0,25.9,
7571,19977,UA,SFO,BUR,2006,1,3,2,15,15:43:00,63,1,44535504,0,0,69,0,1006.3,1,0,0,0,12.2,0,16.1,0,25.9,
7572,19977,UA,SFO,LAX,2006,1,3,3,18,18:16:00,40,1,44535653,0,0,74,,1023.7,0,0,0,0,11.7,0,16.1,0,11.1,0
7573,19977,UA,SFO,BUR,2006,1,3,3,19,19:16:00,3,0,44536204,0,0,77,,1024.1,0,0,0,0,11.1,0,16.1,0,16.7,0
7574,19977,UA,SFO,LAS,2006,1,3,5,15,15:41:00,4,0,44539663,0,0,80,0,1006.6,1,0,0,0,6.1,0,16.1,0,0,0
7575,19977,UA,SFO,LAS,2006,1,3,2,22,22:19:00,2,0,44543272,0,0,82,0,1007,1,1,0,0,10,0,8.0,0,22.2,
7576,20436,F9,SFO,DEN,2006,1,3,3,20,20:05:00,28,1,44585601,0,0,60,,1023.3,0,0,0,0,13.3,0,16.1,0,31.5,
7577,20436,F9,SFO,DEN,2006,1,3,1,10,10:50:00,10,0,44586748,0,0,71,,1024.8,0,0,0,0,10,0,16.1,0,18.5,0
7578,20436,F9,SFO,DEN,2006,1,3,1,14,14:45:00,95,1,44588250,0,0,66,0,1008.8,1,0,0,0,11.1,0,16.1,0,37,
7579,20436,F9,SFO,DEN,2006,1,3,3,10,10:50:00,29,1,44590378,0,0,86,1,1008,1,1,0,0,8.9,0,12.9,0,20.4,
7580,20398,MQ,SFO,SNA,2006,1,3,1,13,13:30:00,64,1,44618556,0,0,81,0.5,1009,1,1,0,0,8,0,9.7,0,16.7,0
7581,19386,NW,SFO,HNL,2006,1,3,6,15,15:15:00,4,0,44659782,0,0,86,,1005.4,1,0,0,0,4.4,0,16.1,0,5.6,0
7582,20355,US,SFO,PHX,2006,1,3,1,15,15:39:00,18,1,44731963,0,0,82,,1024.8,0,0,0,0,6.7,0,16.1,0,5.6,0
7583,20355,US,SFO,LAS,2006,1,3,1,20,20:35:00,49,1,44735742,0,0,76,1.3,1009,1,1,0,0,8,0,4.8,0,13,0
7584,19805,AA,SFO,BOS,2006,2,4,5,13,13:15:00,45,1,44861176,0,0,89,,1008.1,1,0,0,0,12.8,0,14.5,0,18.5,0
7585,19805,AA,SFO,DFW,2006,2,4,5,12,12:09:00,83,1,44869546,0,0,77,,1008.4,1,0,0,0,13.9,0,16.1,0,27.8,
7586,19805,AA,SFO,ORD,2006,2,4,1,16,16:01:00,25,1,44869734,0,0,57,,1025.2,0,0,0,0,11.1,0,16.1,0,11.1,0
7587,19805,AA,SFO,DFW,2006,2,4,5,13,13:14:00,8,0,44872337,0,0,89,,1008.1,1,0,0,0,12.8,0,14.5,0,18.5,0
7588,19805,AA,SFO,DFW,2006,2,4,1,13,13:14:00,43,1,44872340,0,0,53,,1025.7,0,0,0,0,12.8,0,16.1,0,13,0
7589,19805,AA,SFO,DFW,2006,2,4,5,14,14:43:00,40,1,44885574,0,0,77,,1008.5,1,0,0,0,12.8,0,16.1,0,29.6,
7590,19805,AA,SFO,LAX,2006,2,4,5,21,21:05:00,65,1,44902377,0,0,77,,1008.7,1,0,0,0,13,0,16.1,0,27.8,
7591,19805,AA,SFO,LAX,2006,2,4,1,10,10:24:00,5,0,44910896,0,0,64,,1025.7,0,0,0,0,11.7,0,16.1,0,13,0
7592,19704,CO,SFO,IAH,2006,2,4,3,14,14:34:00,20,1,44955769,0,0,89,0.5,1007.5,1,1,0,0,8.9,0,12.9,0,11.1,0
7593,20355,US,SFO,PHL,2006,2,4,3,13,13:00:00,52,1,45014526,0,0,86,1,1006.3,1,0,0,0,8.9,0,12.9,0,9.3,0
7594,20355,US,SFO,PHX,2006,2,4,5,12,12:28:00,21,1,45030188,0,0,83,,1008,1,0,0,0,12.8,0,16.1,0,0,0
7595,20355,US,SFO,LAS,2006,2,4,1,18,18:46:00,4,0,45031760,0,0,62,,1024.7,0,0,0,0,12.8,0,16.1,0,31.5,
7596,20398,MQ,SFO,SNA,2006,2,4,1,15,15:27:00,32,1,45213177,0,0,56,,1025.2,0,0,0,0,14.4,0,16.1,0,22.2,
7597,19386,NW,SFO,MSP,2006,2,4,2,12,12:23:00,54,1,45261409,0,0,94,0.3,1008,1,1,0,0,11,0,8.0,0,11.1,0
7598,20304,OO,SFO,ACV,2006,2,4,2,12,12:20:00,84,1,45318105,0,0,94,0.3,1008,1,1,0,0,11,0,8.0,0,11.1,0
7599,20304,OO,SFO,SMF,2006,2,4,2,22,22:25:00,30,1,45318256,0,0,62,,1004.6,1,0,0,0,13.3,0,16.1,0,27.8,
7600,20304,OO,SFO,MOD,2006,2,4,3,11,11:19:00,73,1,45319266,0,0,93,0,1005,1,1,0,0,8.9,0,16.1,0,0,0
7601,20304,OO,SFO,MFR,2006,2,4,2,17,17:35:00,76,1,45328536,0,0,72,,1009.1,1,0,0,0,13.3,0,16.1,0,31.5,
7602,20304,OO,SFO,MOD,2006,2,4,5,11,11:19:00,3,0,45332733,0,0,72,,1008.5,1,0,0,0,16.1,0,16.1,0,27.8,
7603,20304,OO,SFO,MRY,2006,2,4,5,15,15:57:00,51,1,45333111,0,0,84,,1008.2,1,0,0,0,13.3,0,16.1,0,22.2,
7604,20304,OO,SFO,RNO,2006,2,4,5,19,19:23:00,18,1,45333204,0,0,77,,1008.4,1,0,0,0,13.9,0,16.1,0,27.8,
7605,20304,OO,SFO,SNA,2006,2,4,5,10,10:40:00,8,0,45333240,0,0,84,,1008.9,1,0,0,0,13.3,0,16.1,0,7.4,0
7606,20304,OO,SFO,SNA,2006,2,4,1,10,10:40:00,12,0,45337513,0,0,64,,1025.7,0,0,0,0,11.7,0,16.1,0,13,0
7607,20304,OO,SFO,MOD,2006,2,4,2,13,13:35:00,32,1,45338477,0,0,83,,1022.8,0,0,0,0,7.8,0,16.1,0,7.4,0
7608,20304,OO,SFO,MRY,2006,2,4,2,10,10:45:00,57,1,45338835,0,0,77,,1022.9,0,0,0,0,8.9,0,16.1,0,0,0
7609,20304,OO,SFO,MFR,2006,2,4,2,10,10:20:00,18,1,45338937,0,0,77,,1022.9,0,0,0,0,8.9,0,16.1,0,0,0
7610,19977,UA,SFO,JFK,2006,2,4,5,11,11:05:00,13,0,45395004,0,0,86,,1008.3,1,0,0,0,12.8,0,16.1,0,5.6,0
7611,19977,UA,SFO,PDX,2006,2,4,2,19,19:30:00,40,1,45399575,0,0,69,,1003.9,1,0,0,0,12.2,0,16.1,0,18.5,0
7612,19977,UA,SFO,PHL,2006,2,4,2,11,11:40:00,38,1,45399794,0,0,80,0,1006.5,1,0,0,0,11.7,0,16.1,0,11.1,0
7613,19977,UA,SFO,PHL,2006,2,4,5,11,11:40:00,3,0,45399804,0,0,72,,1008.5,1,0,0,0,16.1,0,16.1,0,27.8,
7614,19977,UA,SFO,IAD,2006,2,4,1,10,10:10:00,69,1,45400728,0,0,64,,1025.7,0,0,0,0,11.7,0,16.1,0,13,0
7615,19977,UA,SFO,DEN,2006,2,4,2,14,14:22:00,26,1,45409768,0,0,77,0,1005.3,1,0,0,0,11.7,0,16.1,0,22.2,
7616,19977,UA,SFO,BUR,2006,2,4,2,20,20:45:00,36,1,45412915,0,0,77,0,1005.8,1,0,0,0,11.7,0,16.1,0,27.8,
7617,19977,UA,SFO,SEA,2006,2,4,1,14,14:05:00,56,1,45413229,0,0,77,,1023.8,0,0,0,0,8.9,0,16.1,0,11.1,0
7618,19977,UA,SFO,SEA,2006,2,4,2,16,16:31:00,53,1,45413305,0,0,69,,1004,1,0,0,0,12.8,0,16.1,0,20.4,
7619,19977,UA,SFO,SNA,2006,2,4,3,13,13:42:00,16,1,45413514,0,0,86,1,1006.3,1,0,0,0,8.9,0,12.9,0,9.3,0
7620,19977,UA,SFO,DEN,2006,2,4,3,12,12:45:00,8,0,45419614,0,0,89,3.8,1005.3,1,1,0,0,8.9,0,12.9,0,7.4,0
7621,19977,UA,SFO,LAX,2006,2,4,2,21,21:17:00,47,1,45421159,0,0,77,0,1005.3,1,0,0,0,11.7,0,16.1,0,22.2,
7622,19977,UA,SFO,IAD,2006,2,4,2,12,12:49:00,63,1,45421335,0,0,80,,1006.3,1,0,0,0,11.7,0,16.1,0,29.6,
7623,19977,UA,SFO,IAD,2006,2,4,2,12,12:20:00,23,1,45421517,0,0,94,0.3,1008,1,1,0,0,11,0,8.0,0,11.1,0
7624,19977,UA,SFO,ORD,2006,2,4,5,14,14:00:00,2,0,45421677,0,0,77,,1008.7,1,0,0,0,13,0,16.1,0,27.8,
7625,19977,UA,SFO,LAX,2006,2,4,2,16,16:10:00,89,1,45422977,0,0,69,0,1008.9,1,0,0,0,13.3,0,16.1,0,29.6,
7626,19977,UA,SFO,LAX,2006,2,4,2,22,22:43:00,5,0,45426226,0,0,83,0,1004.8,1,0,0,0,10,0,16.1,0,9.3,0
7627,19977,UA,SFO,LAX,2006,2,4,1,22,22:43:00,2,0,45426239,0,0,56,,1025.2,0,0,0,0,14.4,0,16.1,0,22.2,
7628,19977,UA,SFO,LAS,2006,2,4,3,11,11:06:00,35,1,45431171,0,0,93,0,1005,1,1,0,0,8.9,0,16.1,0,0,0
7629,19977,UA,SFO,LAS,2006,2,4,1,22,22:33:00,15,1,45432661,0,0,56,,1025.2,0,0,0,0,14.4,0,16.1,0,22.2,
7630,19977,UA,SFO,PHX,2006,2,4,2,10,10:50:00,22,1,45433839,0,0,86,2.5,1006.4,1,1,0,0,11.7,0,12.9,0,20.4,
7631,19977,UA,SFO,LAS,2006,2,4,2,13,13:24:00,75,1,45435467,0,0,94,0.3,1007.7,1,1,0,0,11,0,8.0,0,5.6,0
7632,19805,AA,SFO,JFK,2006,2,5,7,12,12:00:00,86,1,45444902,0,0,78,0.3,1007.5,1,1,0,0,16.1,0,16.1,0,5.6,0
7633,19805,AA,SFO,JFK,2006,2,5,7,22,22:00:00,33,1,45444933,0,0,90,0.5,1006.1,1,0,0,0,15,0,16.1,0,20.4,
7634,19805,AA,SFO,MIA,2006,2,5,1,12,12:25:00,1,0,45452458,0,0,82,,1006.7,1,0,0,0,12,0,16.1,0,7.4,0
7635,19704,CO,SFO,IAH,2006,2,5,7,17,17:45:00,1,0,45543962,0,0,68,,1008,1,0,0,0,18.9,0,16.1,0,14.8,0
7636,19790,DL,SFO,CVG,2006,2,5,3,12,12:35:00,3,0,45586698,0,0,58,,1023.6,0,0,0,0,20.6,0,16.1,0,13,0
7637,20355,US,SFO,PHL,2006,2,5,3,13,13:10:00,7,0,45604665,0,0,80,,1023.1,0,0,0,0,15.6,0,16.1,0,7.4,0
7638,20355,US,SFO,LAS,2006,2,5,7,20,20:35:00,73,1,45623950,0,0,81,,1005.8,1,0,0,0,13.9,0,16.1,0,5.6,0
7639,20355,US,SFO,PHX,2006,2,5,7,18,18:10:00,43,1,45623956,0,0,63,,1007.5,1,0,0,0,19.4,0,16.1,0,16.7,0
7640,20436,F9,SFO,DEN,2006,2,5,7,10,10:45:00,8,0,45776365,0,0,68,,1008,1,0,0,0,18.9,0,16.1,0,14.8,0
7641,20304,OO,SFO,RDD,2006,2,5,7,19,19:00:00,3,0,45941427,0,0,81,0,1005.5,1,0,0,0,13.9,0,16.1,0,13,0
7642,20304,OO,SFO,RNO,2006,2,5,7,14,14:50:00,44,1,45941442,0,0,90,2.3,1006.6,1,1,0,0,15.6,0,14.5,0,18.5,0
7643,20304,OO,SFO,MFR,2006,2,5,7,10,10:22:00,18,1,45941458,0,0,80,,1007.5,1,0,0,0,16.7,0,16.1,0,5.6,0
7644,20304,OO,SFO,SMF,2006,2,5,7,20,20:14:00,63,1,45941459,0,0,87,0.8,1006.8,1,1,0,0,16.1,0,8.0,0,7.4,0
7645,20304,OO,SFO,SLC,2006,2,5,7,16,16:30:00,33,1,45941521,0,0,87,2.3,1006.1,1,1,0,0,14.4,0,16.1,0,24.1,
7646,20304,OO,SFO,SBA,2006,2,5,1,13,13:50:00,4,0,45942891,0,0,80,,1007.2,1,0,0,0,12.2,0,16.1,0,5.6,0
7647,20304,OO,SFO,FAT,2006,2,5,1,11,11:44:00,16,1,45942982,0,0,83,,1006.5,1,0,0,0,12.2,0,16.1,0,0,0
7648,20304,OO,SFO,EUG,2006,2,5,3,14,14:40:00,3,0,45946158,0,0,53,,1023,0,0,0,0,20.6,0,16.1,0,27.8,
7649,19977,UA,SFO,RNO,2006,2,5,7,22,22:45:00,4,0,46014725,0,0,90,0.5,1006.1,1,0,0,0,15,0,16.1,0,20.4,
7650,19977,UA,SFO,SEA,2006,2,5,1,14,14:17:00,32,1,46014754,0,0,72,,1007.8,1,0,0,0,13.9,0,16.1,0,7.4,0
7651,19977,UA,SFO,DEN,2006,2,5,7,11,11:06:00,7,0,46025311,0,0,63,,1007.5,1,0,0,0,19.4,0,16.1,0,16.7,0
7652,19977,UA,SFO,LAS,2006,2,5,3,11,11:30:00,19,1,46036116,0,0,63,,1023.9,0,0,0,0,19.4,0,16.1,0,16.7,0
7653,19805,AA,SFO,BOS,2006,2,6,7,13,13:15:00,9,0,46049486,0,0,88,,1009,1,0,0,0,13,0,16.1,0,7.4,0
7654,19805,AA,SFO,BOS,2006,3,7,2,13,13:15:00,1,0,46647871,0,0,47,,1006.1,1,0,0,0,26.7,0,16.1,0,24.1,
7655,19805,AA,SFO,DFW,2006,3,7,7,13,13:06:00,2,0,46659641,0,0,75,,1009,1,0,0,0,18.3,0,16.1,0,11.1,0
