fid,carrierid,carrier,airport,dest,yyear,quarter,month,dayofweek,hour,crsdeptime,depdelay,depdel15,wid,fog,hail,hum,precipm,pressurem,lowpressure,rain,snow,heavysnow,tempm,thunder,vism,lowvisibility,wspdm,highwindspeed
3504,19977,UA,SFO,ONT,1998,4,12,3,18,18:05:00,7,0,1194050,0,0,57,,1028.7,0,0,0,0,11.7,0,16.1,0,14.8,0
3505,19805,AA,SFO,ORD,1998,4,12,7,13,13:15:00,49,1,1216100,0,0,100,,1024.3,0,0,0,0,7,0,3.2,0,0,0
3506,19805,AA,SFO,ORD,1998,4,12,7,17,17:30:00,18,1,1216186,0,0,100,,1026.3,0,0,0,0,6,0,2.0,0,5.6,0
3507,19805,AA,SFO,ORD,1998,4,12,4,23,23:30:00,5,0,1216278,0,0,82,,1033.3,0,0,0,0,2.2,0,6.4,0,9.3,0
3508,19977,UA,SFO,ORD,1998,4,12,1,10,10:00:00,14,0,1216385,0,0,93,,1029.5,0,0,0,0,4.4,0,16.1,0,0,0
3509,19977,UA,SFO,ORD,1998,4,12,1,12,12:15:00,11,0,1216461,0,0,35,,1030.7,0,0,0,0,5,0,16.1,0,7.4,0
3510,19977,UA,SFO,ORD,1998,4,12,3,10,10:30:00,1,0,1216473,0,0,88,0,1023.9,0,0,0,0,13,0,11.3,0,5.6,0
3511,19977,UA,SFO,ORD,1998,4,12,6,10,10:30:00,7,0,1216483,0,0,96,,1027.9,0,0,0,0,6.7,0,6.4,0,7.4,0
3512,19977,UA,SFO,ORD,1998,4,12,6,10,10:25:00,24,1,1216497,0,0,79,,1026.7,0,0,0,0,7.8,0,4.8,0,0,0
3513,19977,UA,SFO,ORD,1998,4,12,4,13,13:40:00,39,1,1216526,0,0,75,,1032,0,0,0,0,1.1,0,14.5,0,5.6,0
3514,19977,UA,SFO,ORD,1998,4,12,1,16,16:10:00,64,1,1216554,0,0,26,,1029.1,0,0,0,0,5.6,0,16.1,0,0,0
3515,19977,UA,SFO,ORD,1998,4,12,2,16,16:10:00,9,0,1216561,0,0,100,,1026,0,0,0,0,6,0,3.2,0,5.6,0
3516,19977,UA,SFO,ORD,1998,4,12,7,19,19:10:00,41,1,1216594,0,0,77,,1027.5,0,0,0,0,8.3,0,16.1,0,11.1,0
3517,19930,AS,SFO,PDX,1998,4,12,6,15,15:25:00,10,0,1226150,0,0,89,,1024.8,0,0,0,0,3.9,0,16.1,0,5.6,0
3518,19930,AS,SFO,PDX,1998,4,12,1,15,15:25:00,18,1,1226152,0,0,93,,1031,0,0,0,0,4,0,16.1,0,5.6,0
3519,19930,AS,SFO,PDX,1998,4,12,7,17,17:45:00,72,1,1226182,0,0,69,,1027,0,0,0,0,9.4,0,16.1,0,11.1,0
3520,19930,AS,SFO,PDX,1998,4,12,6,21,21:31:00,87,1,1226239,0,0,66,,1023.5,0,0,0,0,11.1,0,16.1,0,13,0
3521,19977,UA,SFO,PDX,1998,4,12,2,13,13:28:00,4,0,1226318,0,0,43,,1023.9,0,0,0,0,6.7,0,16.1,0,0,0
3522,19977,UA,SFO,PDX,1998,4,12,2,11,11:12:00,44,1,1226454,0,0,86,,1031.1,0,0,0,0,8.9,0,9.7,0,14.8,0
3523,19977,UA,SFO,PDX,1998,4,12,4,14,14:17:00,18,1,1226499,0,0,78,,1032.5,0,0,0,0,0.6,0,16.1,0,9.3,0
3524,19977,UA,SFO,PDX,1998,4,12,3,17,17:00:00,11,0,1226529,0,0,46,,1028.4,0,0,0,0,7.2,0,16.1,0,14.8,0
3525,19977,UA,SFO,PDX,1998,4,12,2,18,18:50:00,20,1,1226538,0,0,77,,1024.1,0,0,0,0,12.2,0,16.1,0,7.4,0
3526,19805,AA,SFO,DFW,1998,4,12,2,15,15:50:00,3,0,1254778,0,0,100,,1026,0,0,0,0,7,0,3.2,0,0,0
3527,19805,AA,SFO,DFW,1998,4,12,1,13,13:50:00,77,1,1254796,1,0,100,,1027.1,0,0,0,0,5,0,0.4,1,0,0
3528,19790,DL,SFO,DFW,1998,4,12,7,12,12:45:00,89,1,1255026,0,0,100,,1024.9,0,0,0,0,6.1,0,3.2,0,0,0
3529,19386,NW,SFO,DTW,1998,4,12,1,12,12:25:00,1,0,1269543,0,0,74,,1030.7,0,0,0,0,9.4,0,16.1,0,7.4,0
3530,19386,NW,SFO,DTW,1998,4,12,2,12,12:25:00,42,1,1269544,0,0,87,,1030.7,0,0,0,0,9,0,9.7,0,14.8,0
3531,19805,AA,SFO,EGE,1998,4,12,3,18,18:50:00,51,1,1270983,0,0,55,,1028.6,0,0,0,0,5.6,0,16.1,0,13,0
3532,19977,UA,SFO,EUG,1998,4,12,2,11,11:10:00,7,0,1273263,0,0,64,,1022.8,0,0,0,0,13.9,0,16.1,0,22.2,
3533,19977,UA,SFO,EUG,1998,4,12,7,15,15:10:00,60,1,1273318,0,0,100,,1025.3,0,0,0,0,7,0,1.2,0,13,0
3534,19977,UA,SFO,EUG,1998,4,12,7,17,17:55:00,55,1,1273328,0,0,58,,1026.3,0,0,0,0,8.9,0,16.1,0,9.3,0
3535,19977,UA,SFO,EUG,1998,4,12,7,22,22:15:00,5,0,1273370,0,0,45,,1028.1,0,0,0,0,5,0,16.1,0,25.9,
3536,19977,UA,SFO,EUG,1998,4,12,3,22,22:15:00,6,0,1273373,0,0,67,,1030.4,0,0,0,0,1.7,0,14.5,0,11.1,0
3537,19704,CO,SFO,EWR,1998,4,12,1,15,15:00:00,9,0,1282552,0,0,93,,1031,0,0,0,0,4,0,16.1,0,5.6,0
3538,19704,CO,SFO,EWR,1998,4,12,2,15,15:00:00,73,1,1282553,0,0,76,,1029.7,0,0,0,0,10,0,16.1,0,7.4,0
3539,19704,CO,SFO,EWR,1998,4,12,3,12,12:40:00,23,1,1282576,0,0,82,0,1023.2,0,0,0,0,11,0,16.1,0,16.7,0
3540,19977,UA,SFO,EWR,1998,4,12,2,16,16:15:00,2,0,1282737,0,0,93,,1030.4,0,0,0,0,9,0,16.1,0,18.5,0
3541,19977,UA,SFO,EWR,1998,4,12,2,16,16:15:00,38,1,1282757,0,0,100,,1026,0,0,0,0,6,0,3.2,0,5.6,0
3542,19977,UA,SFO,EWR,1998,4,12,5,11,11:05:00,4,0,1282801,0,0,77,,1029.2,0,0,0,0,10,0,4.8,0,5.6,0
3543,19977,UA,SFO,EWR,1998,4,12,3,11,11:09:00,2,0,1282812,0,0,38,,1028.1,0,0,0,0,6.1,0,16.1,0,11.1,0
3544,19977,UA,SFO,EWR,1998,4,12,2,11,11:09:00,48,1,1282818,0,0,93,,1025.6,0,0,0,0,8,0,2.8,0,5.6,0
3545,19977,UA,SFO,GEG,1998,4,12,1,15,15:40:00,12,0,1289943,0,0,29,,1029.5,0,0,0,0,5.6,0,16.1,0,0,0
3546,19790,DL,SFO,HNL,1998,4,12,2,18,18:55:00,2,0,1294159,0,0,86,,1031.4,0,0,0,0,9.4,0,4.8,0,18.5,0
3547,19386,NW,SFO,HNL,1998,4,12,3,12,12:55:00,68,1,1294185,0,0,86,0.3,1023.3,0,1,0,0,11.1,0,14.5,0,16.7,0
3548,19386,NW,SFO,HNL,1998,4,12,7,12,12:50:00,18,1,1294209,0,0,100,,1024.9,0,0,0,0,6.1,0,3.2,0,0,0
3549,19977,UA,SFO,HNL,1998,4,12,2,11,11:40:00,4,0,1294214,0,0,96,,1026,0,0,0,0,5.6,0,16.1,0,5.6,0
3550,19977,UA,SFO,HNL,1998,4,12,7,11,11:40:00,6,0,1294226,0,0,100,,1025,0,0,0,0,7.8,0,2.8,0,7.4,0
3551,19977,UA,SFO,HNL,1998,4,12,3,14,14:10:00,88,1,1294253,0,0,70,,1026.4,0,0,0,0,0.6,0,16.1,0,7.4,0
3552,19977,UA,SFO,HNL,1998,4,12,5,14,14:10:00,6,0,1294255,0,0,68,,1031.3,0,0,0,0,8.3,0,9.7,0,5.6,0
3553,19977,UA,SFO,HNL,1998,4,12,5,19,19:15:00,12,0,1294272,0,0,77,,1029.2,0,0,0,0,10,0,4.8,0,5.6,0
3554,19977,UA,SFO,HNL,1998,4,12,1,19,19:15:00,62,1,1294290,0,0,100,,1028.3,0,0,0,0,8,0,4.8,0,5.6,0
3555,19977,UA,SFO,IAD,1998,4,12,7,16,16:15:00,57,1,1304049,0,0,100,,1024.7,0,0,0,0,7.2,0,4.8,0,7.4,0
3556,19977,UA,SFO,IAD,1998,4,12,7,22,22:09:00,33,1,1304058,0,0,63,,1025.6,0,0,0,0,10.6,0,16.1,0,7.4,0
3557,19977,UA,SFO,IAD,1998,4,12,6,22,22:10:00,3,0,1304078,1,0,100,,1024.9,0,0,0,0,8,0,0.8,1,0,0
3558,19977,UA,SFO,IAD,1998,4,12,5,11,11:15:00,7,0,1304109,0,0,74,,1032.6,0,0,0,0,7.2,0,4.8,0,7.4,0
3559,19704,CO,SFO,IAH,1998,4,12,1,17,17:45:00,6,0,1314115,0,0,45,,1029,0,0,0,0,3.3,0,16.1,0,7.4,0
3560,19704,CO,SFO,IAH,1998,4,12,7,12,12:20:00,4,0,1314144,0,0,61,,1025.3,0,0,0,0,10.6,0,16.1,0,13,0
3561,19704,CO,SFO,IAH,1998,4,12,6,12,12:20:00,3,0,1314150,0,0,80,,1024.8,0,0,0,0,11.7,0,11.3,0,5.6,0
3562,19977,UA,SFO,IAH,1998,4,12,7,11,11:30:00,3,0,1314230,0,0,100,,1024.9,0,0,0,0,8,0,2.8,0,0,0
3563,19977,UA,SFO,JFK,1998,4,12,2,16,16:15:00,36,1,1324607,0,0,93,,1030.4,0,0,0,0,9,0,16.1,0,18.5,0
3564,19977,UA,SFO,JFK,1998,4,12,1,11,11:30:00,2,0,1324717,0,0,100,,1028.3,0,0,0,0,8,0,4.8,0,5.6,0
3565,19991,HP,SFO,LAS,1998,4,12,2,22,22:00:00,3,0,1334425,0,0,68,,1024.7,0,0,0,0,3.3,0,14.5,0,0,0
3566,19991,HP,SFO,LAS,1998,4,12,2,13,13:59:00,17,1,1334485,0,0,51,,1026.7,0,0,0,0,3.3,0,16.1,0,16.7,0
3567,19991,HP,SFO,LAS,1998,4,12,3,13,13:59:00,9,0,1334486,0,0,37,,1026.9,0,0,0,0,7.8,0,16.1,0,0,0
3568,19991,HP,SFO,LAS,1998,4,12,3,10,10:22:00,63,1,1334496,0,0,88,0,1023.9,0,0,0,0,13,0,11.3,0,5.6,0
3569,19991,HP,SFO,LAS,1998,4,12,4,10,10:22:00,2,0,1334504,0,0,68,,1031.6,0,0,0,0,10,0,16.1,0,7.4,0
3570,19991,HP,SFO,LAS,1998,4,12,2,10,10:22:00,88,1,1334523,0,0,100,,1026.3,0,0,0,0,7,0,3.2,0,7.4,0
3571,19977,UA,SFO,LAS,1998,4,12,2,19,19:55:00,8,0,1334587,0,0,64,,1022.8,0,0,0,0,13.9,0,16.1,0,22.2,
3572,19977,UA,SFO,LAS,1998,4,12,2,19,19:55:00,14,0,1334594,0,0,86,,1031.1,0,0,0,0,8.9,0,9.7,0,14.8,0
3573,19977,UA,SFO,LAS,1998,4,12,3,12,12:17:00,8,0,1334763,0,0,32,,1027.5,0,0,0,0,6.7,0,16.1,0,7.4,0
3574,19977,UA,SFO,LAS,1998,4,12,1,12,12:17:00,63,1,1334768,1,0,100,,1027.2,0,0,0,0,5.6,0,0.4,1,0,0
3575,19790,DL,SFO,LAX,1998,4,12,1,19,19:15:00,96,1,1348540,0,0,44,,1028.7,0,0,0,0,2.8,0,16.1,0,11.1,0
3576,19977,UA,SFO,LAX,1998,4,12,7,20,20:05:00,29,1,1348570,0,0,70,,1026.2,0,0,0,0,5,0,16.1,0,22.2,
3577,19977,UA,SFO,LAX,1998,4,12,2,10,10:05:00,2,0,1348942,0,0,53,,1026.1,0,0,0,0,13.9,0,16.1,0,9.3,0
3578,19977,UA,SFO,LAX,1998,4,12,1,10,10:05:00,1,0,1348948,0,0,38,,1032.4,0,0,0,0,3.9,0,16.1,0,16.7,0
3579,19977,UA,SFO,LAX,1998,4,12,4,13,13:10:00,16,1,1349134,0,0,60,,1032.3,0,0,0,0,6.7,0,6.4,0,7.4,0
3580,19977,UA,SFO,LAX,1998,4,12,5,13,13:55:00,1,0,1349164,0,0,68,,1031.3,0,0,0,0,8.3,0,9.7,0,7.4,0
3581,19977,UA,SFO,LAX,1998,4,12,7,14,14:35:00,22,1,1349197,0,0,100,,1025.3,0,0,0,0,7,0,1.6,0,9.3,0
3582,19977,UA,SFO,LAX,1998,4,12,7,15,15:03:00,7,0,1349207,0,0,59,,1025.9,0,0,0,0,11.1,0,16.1,0,5.6,0
3583,19977,UA,SFO,LAX,1998,4,12,5,15,15:03:00,4,0,1349212,0,0,77,,1028.1,0,0,0,0,11.7,0,8.0,0,0,0
3584,19977,UA,SFO,LAX,1998,4,12,4,15,15:03:00,3,0,1349225,0,0,63,,1031.8,0,0,0,0,6.7,0,6.4,0,0,0
3585,19977,UA,SFO,LAX,1998,4,12,6,15,15:03:00,38,1,1349227,0,0,68,,1024.3,0,0,0,0,10,0,12.9,0,5.6,0
3586,19977,UA,SFO,LAX,1998,4,12,2,15,15:30:00,13,0,1349240,0,0,76,,1029.7,0,0,0,0,10,0,16.1,0,7.4,0
3587,19977,UA,SFO,LAX,1998,4,12,6,17,17:00:00,3,0,1349299,0,0,71,,1026.5,0,0,0,0,9.4,0,16.1,0,0,0
3588,19977,UA,SFO,LAX,1998,4,12,2,18,18:00:00,3,0,1349346,0,0,67,,1023.8,0,0,0,0,13.3,0,16.1,0,25.9,
3589,19977,UA,SFO,LAX,1998,4,12,3,18,18:00:00,20,1,1349361,0,0,56,,1025.2,0,0,0,0,16.7,0,16.1,0,13,0
3590,19977,UA,SFO,LAX,1998,4,12,1,18,18:00:00,15,1,1349366,0,0,38,,1032.4,0,0,0,0,3.9,0,16.1,0,16.7,0
3591,19977,UA,SFO,LAX,1998,4,12,3,18,18:00:00,3,0,1349368,0,0,55,,1028.6,0,0,0,0,5.6,0,16.1,0,13,0
3592,19977,UA,SFO,LAX,1998,4,12,5,18,18:30:00,5,0,1349413,0,0,80,,1027.8,0,0,0,0,11.1,0,14.5,0,5.6,0
3593,19977,UA,SFO,LAX,1998,4,12,3,18,18:30:00,47,1,1349425,0,0,55,,1028.6,0,0,0,0,5.6,0,16.1,0,13,0
3594,19977,UA,SFO,LAX,1998,4,12,2,19,19:00:00,2,0,1349432,0,0,86,,1024.2,0,0,0,0,10.6,0,16.1,0,11.1,0
3595,19977,UA,SFO,LAX,1998,4,12,3,12,12:02:00,53,1,1349568,0,0,82,0,1023.2,0,0,0,0,11,0,16.1,0,16.7,0
3596,19790,DL,SFO,ATL,1998,1,2,6,15,15:10:00,5,0,1372955,0,0,71,0.5,1001.9,1,1,0,0,11,1,6.4,0,38.9,
3597,19790,DL,SFO,ATL,1998,1,2,1,21,21:50:00,9,0,1373013,0,0,90,,1004,1,0,0,0,9.4,0,16.1,0,13,0
3598,19790,DL,SFO,ATL,1998,1,2,5,23,23:45:00,9,0,1373065,0,0,80,0,1007.8,1,1,0,0,12.8,0,16.1,0,14.8,0
3599,19977,UA,SFO,ATL,1998,1,2,1,13,13:40:00,12,0,1373114,0,0,88,2.3,1000.9,1,0,0,0,11,0,16.1,0,38.9,
3600,19977,UA,SFO,ATL,1998,1,2,3,13,13:40:00,22,1,1373130,0,0,62,,1008.4,1,0,0,0,14.4,0,16.1,0,20.4,
3601,19977,UA,SFO,BOI,1998,1,2,7,12,12:25:00,95,1,1387152,0,0,94,0.8,1005.3,1,1,0,0,13,0,16.1,0,16.7,0
3602,19977,UA,SFO,BOI,1998,1,2,2,12,12:25:00,66,1,1387154,0,0,97,1,989.3,1,1,0,0,11.1,0,12.9,0,13,0
3603,19977,UA,SFO,BOI,1998,1,2,4,20,20:10:00,3,0,1387166,0,0,67,,1005.3,1,0,0,0,13.9,0,16.1,0,31.5,
3604,19977,UA,SFO,BOI,1998,1,2,1,20,20:35:00,36,1,1387184,0,0,77,,1006.4,1,0,0,0,10,0,16.1,0,5.6,0
3605,19977,UA,SFO,BOS,1998,1,2,1,13,13:30:00,2,0,1394180,0,0,88,2.3,1000.9,1,0,0,0,11,0,16.1,0,38.9,
3606,19977,UA,SFO,BUR,1998,1,2,6,20,20:55:00,5,0,1398319,0,0,83,,1024.3,0,0,0,0,12.2,0,16.1,0,18.5,0
3607,19704,CO,SFO,CLE,1998,1,2,1,22,22:45:00,24,1,1410042,0,0,83,,1007.1,1,0,0,0,9.4,0,16.1,0,0,0
3608,20355,US,SFO,CLT,1998,1,2,1,13,13:20:00,6,0,1419199,0,0,100,5.3,998.2,1,1,0,0,12,0,2.4,0,16.7,0
3609,19790,DL,SFO,CVG,1998,1,2,2,10,10:40:00,25,1,1430166,0,0,93,,1006.1,1,0,0,0,7.8,0,16.1,0,14.8,0
3610,19977,UA,SFO,DEN,1998,1,2,7,11,11:15:00,4,0,1450869,0,0,82,0.3,1005.3,1,0,0,0,16,0,16.1,0,22.2,
3611,19977,UA,SFO,DEN,1998,1,2,1,11,11:15:00,72,1,1450870,0,0,100,0.8,1001.6,1,1,0,0,12,0,4.0,0,20.4,
3612,19977,UA,SFO,DEN,1998,1,2,3,16,16:15:00,12,0,1450965,0,0,75,,1006.5,1,0,0,0,12.2,0,16.1,0,9.3,0
3613,19977,UA,SFO,DEN,1998,1,2,4,16,16:15:00,5,0,1450966,0,0,80,0,1008.4,1,0,0,0,13.3,0,16.1,0,27.8,
3614,19977,UA,SFO,DEN,1998,1,2,2,12,12:25:00,8,0,1450991,0,0,97,1,989.3,1,1,0,0,11.1,0,12.9,0,13,0
3615,19977,UA,SFO,DEN,1998,1,2,6,12,12:25:00,81,1,1450995,0,0,94,2.3,1002.6,1,1,0,0,11,0,2.4,0,29.6,
3616,19977,UA,SFO,DEN,1998,1,2,1,13,13:20:00,10,0,1451100,0,0,82,1,1001.2,1,1,0,0,11,0,6.4,0,22.2,
3617,19977,UA,SFO,DEN,1998,1,2,1,10,10:15:00,22,1,1451141,0,0,86,0.3,1002.8,1,1,0,0,10.6,0,11.3,0,16.7,0
3618,19977,UA,SFO,DEN,1998,1,2,2,11,11:30:00,2,0,1451227,0,0,93,0.5,1006.2,1,0,0,0,7.8,0,16.1,0,11.1,0
3619,19991,HP,SFO,PHX,1998,1,2,6,14,14:30:00,43,1,1463074,0,0,77,0,1001.6,1,0,0,0,13,0,16.1,0,35.2,
3620,19991,HP,SFO,PHX,1998,1,2,1,18,18:40:00,90,1,1463188,0,0,74,,1002.5,1,0,0,0,11.1,0,16.1,0,7.4,0
3621,19977,UA,SFO,PHX,1998,1,2,6,10,10:50:00,2,0,1463293,0,0,77,,1025.6,0,0,0,0,13.3,0,16.1,0,0,0
3622,19393,WN,SFO,PHX,1998,1,2,6,13,13:35:00,53,1,1463561,0,0,88,0.3,1002.9,1,0,0,0,12,0,16.1,0,11.1,0
3623,20355,US,SFO,PIT,1998,1,2,5,13,13:05:00,16,1,1473516,0,0,94,1.5,996.2,1,1,0,0,11,0,6.4,0,18.5,0
3624,19930,AS,SFO,PSP,1998,1,2,1,10,10:16:00,29,1,1475420,0,0,80,0.5,1002.6,1,1,0,0,10,0,9.7,0,40.7,1
3625,19930,AS,SFO,PSP,1998,1,2,1,10,10:16:00,59,1,1475427,0,0,86,0.3,1002.8,1,1,0,0,10.6,0,11.3,0,16.7,0
3626,19930,AS,SFO,PSP,1998,1,2,6,17,17:22:00,58,1,1475435,0,0,82,2.8,1003.9,1,1,0,0,9,0,6.4,0,25.9,
3627,19930,AS,SFO,PSP,1998,1,2,7,20,20:36:00,30,1,1475451,0,0,94,0.8,1005.3,1,1,0,0,13,0,16.1,0,16.7,0
3628,19977,UA,SFO,RNO,1998,1,2,1,17,17:15:00,1,0,1482416,0,0,81,1.5,991.3,1,1,0,0,16.1,0,16.1,0,35.2,
3629,19977,UA,SFO,RNO,1998,1,2,2,14,14:35:00,1,0,1482427,0,0,94,3.8,990.1,1,1,0,0,11,0,6.4,0,0,0
3630,19977,UA,SFO,RNO,1998,1,2,3,12,12:45:00,2,0,1482500,0,0,93,0.3,1022.8,0,0,0,0,9.4,0,16.1,0,11.1,0
3631,19977,UA,SFO,RNO,1998,1,2,1,12,12:45:00,51,1,1482512,0,0,74,0.5,1002,1,1,0,0,12.8,0,14.5,0,50,1
3632,19977,UA,SFO,RNO,1998,1,2,5,20,20:00:00,34,1,1482559,0,0,88,2,999.5,1,1,0,0,11,0,1.6,0,27.8,
3633,19977,UA,SFO,RNO,1998,1,2,1,19,19:35:00,2,0,1482576,0,0,82,0.3,1002.9,1,0,0,0,12,0,16.1,0,27.8,
3634,19977,UA,SFO,SAN,1998,1,2,1,13,13:50:00,19,1,1489348,0,0,97,9.9,996.6,1,1,0,0,12.2,0,2.0,0,13,0
3635,19977,UA,SFO,SAN,1998,1,2,1,11,11:00:00,79,1,1489397,0,0,82,0.3,1002.9,1,0,0,0,12,0,16.1,0,27.8,
3636,19977,UA,SFO,SAN,1998,1,2,5,13,13:06:00,18,1,1489436,0,0,94,1.5,996.2,1,1,0,0,11,0,6.4,0,18.5,0
3637,19977,UA,SFO,SAN,1998,1,2,1,12,12:50:00,92,1,1489453,0,0,77,0,1002.6,1,0,0,0,11.1,0,16.1,0,38.9,
3638,19977,UA,SFO,SAN,1998,1,2,2,14,14:05:00,4,0,1489587,0,0,96,0.5,1008,1,1,0,0,7.8,0,16.1,0,9.3,0
3639,19977,UA,SFO,SAN,1998,1,2,7,15,15:55:00,49,1,1489599,0,0,86,4.3,1004.4,1,1,0,0,11.7,0,9.7,0,33.3,
3640,19977,UA,SFO,SAN,1998,1,2,2,20,20:40:00,91,1,1489656,0,0,83,0,997.1,1,1,0,0,10.6,0,16.1,0,16.7,0
3641,19977,UA,SFO,SAN,1998,1,2,4,20,20:40:00,37,1,1489658,0,0,67,,1005.3,1,0,0,0,13.9,0,16.1,0,31.5,
3642,19977,UA,SFO,SAN,1998,1,2,1,20,20:45:00,41,1,1489676,0,0,74,0.5,1002,1,1,0,0,12.8,0,14.5,0,50,1
3643,19977,UA,SFO,SAN,1998,1,2,6,20,20:45:00,1,0,1489681,0,0,83,,1024.3,0,0,0,0,12.2,0,16.1,0,18.5,0
3644,19977,UA,SFO,SAN,1998,1,2,2,21,21:05:00,1,0,1489684,0,0,83,0,997.4,1,0,0,0,10,0,16.1,0,14.8,0
3645,19393,WN,SFO,SAN,1998,1,2,1,19,19:35:00,57,1,1489990,0,0,71,,1002.8,1,0,0,0,11.1,0,16.1,0,0,0
3646,19977,UA,SFO,SBA,1998,1,2,7,15,15:45:00,80,1,1494280,0,0,84,0.5,1006,1,1,0,0,14.4,0,14.5,0,14.8,0
3647,19977,UA,SFO,SBA,1998,1,2,1,12,12:21:00,20,1,1494323,0,0,90,,1008,1,0,0,0,7.2,0,16.1,0,14.8,0
3648,19930,AS,SFO,SEA,1998,1,2,1,21,21:27:00,53,1,1501827,0,0,75,0.3,1002.4,1,0,0,0,12.2,0,16.1,0,37,
3649,19930,AS,SFO,SEA,1998,1,2,1,19,19:45:00,46,1,1501985,0,0,86,0.8,1001.1,1,1,0,0,10,0,12.9,0,40.7,1
3650,19977,UA,SFO,SEA,1998,1,2,5,18,18:30:00,32,1,1502000,0,0,88,0,998.2,1,1,0,0,12,0,14.5,0,29.6,
3651,19977,UA,SFO,SEA,1998,1,2,6,13,13:20:00,1,0,1502095,0,0,64,,1024.6,0,0,0,0,15,0,16.1,0,22.2,
3652,19977,UA,SFO,SEA,1998,1,2,7,15,15:10:00,90,1,1502170,0,0,84,0.5,1006,1,1,0,0,14.4,0,14.5,0,14.8,0
3653,19977,UA,SFO,SEA,1998,1,2,1,20,20:20:00,97,1,1502298,0,0,74,0.5,1002,1,1,0,0,12.8,0,14.5,0,50,1
3654,19977,UA,SFO,SEA,1998,1,2,3,21,21:35:00,5,0,1502321,0,0,83,,1023.1,0,0,0,0,12.8,0,16.1,0,5.6,0
3655,19977,UA,SFO,SEA,1998,1,2,3,16,16:45:00,10,0,1502359,0,0,92,,1023.9,0,0,0,0,10.6,0,16.1,0,7.4,0
3656,19977,UA,SFO,SEA,1998,1,2,7,13,13:15:00,77,1,1502415,0,0,82,,1005.3,1,0,0,0,16,0,16.1,0,22.2,
3657,19977,UA,SFO,SEA,1998,1,2,2,12,12:25:00,48,1,1502427,0,0,72,0,991.9,1,0,0,0,13.3,0,16.1,0,24.1,
3658,19977,UA,SFO,SEA,1998,1,2,2,11,11:30:00,87,1,1502459,0,0,93,0.5,1006.2,1,0,0,0,7.8,0,16.1,0,11.1,0
3659,19977,UA,SFO,SEA,1998,1,2,6,11,11:30:00,2,0,1502470,0,0,72,,1025.6,0,0,0,0,14,0,16.1,0,18.5,0
3660,19790,DL,SFO,SLC,1998,1,2,2,10,10:30:00,5,0,1525800,0,0,88,2.3,991.8,1,1,0,0,11,0,12.9,0,9.3,0
3661,19790,DL,SFO,SLC,1998,1,2,6,13,13:05:00,19,1,1525833,0,0,94,0.3,1003.3,1,1,0,0,12,0,6.4,0,16.7,0
3662,19790,DL,SFO,SLC,1998,1,2,7,18,18:05:00,83,1,1525855,0,0,94,2,1005.3,1,1,0,0,12,0,2.8,0,24.1,
3663,19790,DL,SFO,SLC,1998,1,2,4,18,18:05:00,12,0,1525859,0,0,75,,1007.2,1,0,0,0,13.3,0,16.1,0,24.1,
3664,19790,DL,SFO,SLC,1998,1,2,5,18,18:05:00,21,1,1525860,0,0,88,0,998.2,1,1,0,0,12,0,14.5,0,29.6,
3665,19977,UA,SFO,SLC,1998,1,2,6,12,12:55:00,14,0,1525966,0,0,67,,1024.9,0,0,0,0,15,0,16.1,0,18.5,0
3666,20211,TW,SFO,STL,1998,1,2,5,14,14:55:00,76,1,1544949,0,0,96,2.8,995.9,1,1,0,0,11.7,0,8.0,0,29.6,
3667,19977,UA,SFO,MCO,1998,1,2,2,14,14:10:00,13,0,1578549,0,0,96,0.5,1008,1,1,0,0,7.8,0,16.1,0,9.3,0
3668,19386,NW,SFO,MEM,1998,1,2,3,13,13:15:00,1,0,1586601,0,0,83,0,1003.6,1,0,0,0,10.6,0,16.1,0,0,0
3669,19386,NW,SFO,MEM,1998,1,2,5,13,13:15:00,63,1,1586603,0,0,94,1.5,996.2,1,1,0,0,11,0,6.4,0,18.5,0
3670,19977,UA,SFO,MFR,1998,1,2,6,11,11:36:00,19,1,1587268,0,0,72,,1025.6,0,0,0,0,14,0,16.1,0,18.5,0
3671,19977,UA,SFO,MFR,1998,1,2,4,21,21:30:00,85,1,1587319,0,0,67,,1003.5,1,0,0,0,13.9,0,16.1,0,33.3,
3672,19805,AA,SFO,MIA,1998,1,2,3,12,12:55:00,5,0,1592506,0,0,86,,1023.6,0,0,0,0,12.2,0,16.1,0,7.4,0
3673,19977,UA,SFO,MIA,1998,1,2,7,13,13:45:00,20,1,1592578,0,0,83,1,1005.2,1,1,0,0,15,0,12.9,0,25.9,
3674,19977,UA,SFO,MIA,1998,1,2,1,14,14:05:00,25,1,1592593,0,0,87,0.5,1001.9,1,1,0,0,10,0,6.4,0,20.4,
3675,19977,UA,SFO,MIA,1998,1,2,6,14,14:05:00,11,0,1592605,0,0,67,,1024.6,0,0,0,0,15,0,16.1,0,29.6,
3676,19386,NW,SFO,MSP,1998,1,2,7,11,11:25:00,91,1,1604933,0,0,82,0.3,1005.3,1,0,0,0,16,0,16.1,0,22.2,
3677,19386,NW,SFO,MSP,1998,1,2,5,17,17:00:00,2,0,1605050,0,0,88,0.3,997.5,1,1,0,0,12,0,2.8,0,24.1,
3678,19977,UA,SFO,MSY,1998,1,2,5,11,11:05:00,41,1,1609501,0,0,82,2,999.5,1,1,0,0,13,0,1.6,0,50,1
